entrance,video_name,gt_frame_id,section,direction,class_name,lane_id,track_id,vehicle_label,note
北进口,北进口_20260420075959至20260420081500.mp134,2232,北进口主断面,到达,truck,L1,NT007,货车,
北进口,北进口_20260420075959至20260420081500.mp135,2234,北进口主断面,离去,car,opposite,NC047,小汽车,
北进口,北进口_20260420075959至20260420081500.mp136,2242,北进口主断面,到达,non_motor,L4,N075,电动车,
北进口,北进口_20260420075959至20260420081500.mp137,2255,北进口主断面,到达,non_motor,L4,N076,电动车,
北进口,北进口_20260420075959至20260420081500.mp138,2285,北进口主断面,离去,car,opposite,NC048,小汽车,
北进口,北进口_20260420075959至20260420081500.mp139,2286,北进口主断面,到达,car,L3,NC049,小汽车,
北进口,北进口_20260420075959至20260420081500.mp140,2297,北进口主断面,离去,car,opposite,NC050,面包车,
北进口,北进口_20260420075959至20260420081500.mp141,2355,北进口主断面,离去,car,opposite,NC051,小汽车,
北进口,北进口_20260420075959至20260420081500.mp142,2376,北进口主断面,离去,car,opposite,NC052,小汽车,
北进口,北进口_20260420075959至20260420081500.mp143,2376,北进口主断面,离去,non_motor,opposite,N077,电动车,
北进口,北进口_20260420075959至20260420081500.mp144,2397,北进口主断面,离去,non_motor,opposite,N078,电动车,
北进口,北进口_20260420075959至20260420081500.mp145,2410,北进口右转,到达,truck,L2,NT006,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp146,2432,北进口主断面,离去,car,opposite,NC053,小汽车,
北进口,北进口_20260420075959至20260420081500.mp147,2467,北进口主断面,离去,car,opposite,NC054,小汽车,
北进口,北进口_20260420075959至20260420081500.mp148,2467,北进口主断面,离去,non_motor,opposite,N079,电动车,
北进口,北进口_20260420075959至20260420081500.mp149,2485,北进口主断面,到达,non_motor,L3,N080,电动车,
北进口,北进口_20260420075959至20260420081500.mp150,2511,北进口主断面,离去,non_motor,opposite,N081,电动车,
北进口,北进口_20260420075959至20260420081500.mp151,2544,北进口主断面,离去,car,opposite,NC055,小汽车,
北进口,北进口_20260420075959至20260420081500.mp152,2557,北进口主断面,到达,non_motor,L4,N082,电动车,
北进口,北进口_20260420075959至20260420081500.mp153,2569,北进口主断面,离去,non_motor,opposite,N083,电动车,
北进口,北进口_20260420075959至20260420081500.mp154,2588,北进口主断面,到达,truck,L1,NT008,货车,
北进口,北进口_20260420075959至20260420081500.mp155,2600,北进口主断面,离去,non_motor,opposite,N084,电动车,
北进口,北进口_20260420075959至20260420081500.mp156,2611,北进口主断面,离去,non_motor,opposite,N085,电动车,
北进口,北进口_20260420075959至20260420081500.mp157,2685,北进口主断面,离去,truck,opposite,NT009,货车,
北进口,北进口_20260420075959至20260420081500.mp158,2690,北进口主断面,到达,car,L1,NC056,小汽车,
北进口,北进口_20260420075959至20260420081500.mp159,2738,北进口右转,到达,car,L1,NC007,面包车,黑车
北进口,北进口_20260420075959至20260420081500.mp160,2771,北进口主断面,离去,car,opposite,NC057,面包车,
北进口,北进口_20260420075959至20260420081500.mp161,2795,北进口主断面,到达,non_motor,L4,N086,电动车,
北进口,北进口_20260420075959至20260420081500.mp162,2824,北进口右转,到达,non_motor,L1,N031,三轮车,
北进口,北进口_20260420075959至20260420081500.mp163,2843,北进口主断面,离去,non_motor,opposite,N087,电动车,
北进口,北进口_20260420075959至20260420081500.mp164,2883,北进口主断面,到达,non_motor,L1,N088,电动车,
北进口,北进口_20260420075959至20260420081500.mp165,2889,北进口主断面,离去,non_motor,opposite,N089,电动车,
北进口,北进口_20260420075959至20260420081500.mp166,2918,北进口主断面,离去,non_motor,opposite,N090,电动车,
北进口,北进口_20260420075959至20260420081500.mp167,2933,北进口右转,到达,truck,L1,NT003,小汽车,
北进口,北进口_20260420075959至20260420081500.mp168,2956,北进口掉头车道,到达,truck,L1,NT007,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp169,2971,北进口主断面,离去,non_motor,opposite,N091,电动车,
北进口,北进口_20260420075959至20260420081500.mp170,2984,北进口主断面,到达,car,L3,NC58,小汽车,
北进口,北进口_20260420075959至20260420081500.mp171,2986,北进口主断面,离去,non_motor,opposite,N092,电动车,
北进口,北进口_20260420075959至20260420081500.mp172,2999,北进口主断面,离去,non_motor,opposite,N093,电动车,
北进口,北进口_20260420075959至20260420081500.mp173,3055,北进口主断面,离去,truck,opposite,NT010,货车,
北进口,北进口_20260420075959至20260420081500.mp174,3081,北进口掉头车道,到达,non_motor,L1,N088,电动车,
北进口,北进口_20260420075959至20260420081500.mp175,3088,北进口主断面,到达,car,L2,NC59,小汽车,
北进口,北进口_20260420075959至20260420081500.mp176,3119,北进口主断面,离去,car,opposite,NC60,小汽车,
北进口,北进口_20260420075959至20260420081500.mp177,3181,北进口主断面,离去,truck,opposite,NT011,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp178,3195,北进口主断面,离去,non_motor,opposite,N089,电动车,
北进口,北进口_20260420075959至20260420081500.mp179,3219,北进口主断面,到达,truck,L1,NT012,货车,
北进口,北进口_20260420075959至20260420081500.mp180,3233,北进口主断面,离去,car,opposite,NC61,小汽车,
北进口,北进口_20260420075959至20260420081500.mp181,3240,北进口主断面,离去,non_motor,opposite,N090,电动车,
北进口,北进口_20260420075959至20260420081500.mp182,3291,北进口主断面,到达,non_motor,L4,N091,电动车,
北进口,北进口_20260420075959至20260420081500.mp183,3303,北进口主断面,离去,car,opposite,NC62,面包车,
北进口,北进口_20260420075959至20260420081500.mp185,3391,北进口主断面,离去,non_motor,opposite,N092,电动车,
北进口,北进口_20260420075959至20260420081500.mp186,3400,北进口主断面,离去,car,opposite,NC63,小汽车,
北进口,北进口_20260420075959至20260420081500.mp187,3414,北进口主断面,到达,non_motor,L4,N093,自行车,
北进口,北进口_20260420075959至20260420081500.mp188,3421,北进口主断面,离去,car,opposite,NC64,小汽车,
北进口,北进口_20260420075959至20260420081500.mp189,3445,北进口主断面,到达,non_motor,L4,N094,电动车,
北进口,北进口_20260420075959至20260420081500.mp190,3489,北进口主断面,离去,car,opposite,NC65,面包车,
北进口,北进口_20260420075959至20260420081500.mp191,3503,北进口主断面,到达,car,L1,NC66,小汽车,
北进口,北进口_20260420075959至20260420081500.mp192,3510,北进口主断面,离去,non_motor,opposite,N095,电动车,
北进口,北进口_20260420075959至20260420081500.mp193,3689,北进口主断面,离去,non_motor,opposite,N096,电动车,
北进口,北进口_20260420075959至20260420081500.mp194,3718,北进口主断面,离去,non_motor,opposite,N097,电动车,
北进口,北进口_20260420075959至20260420081500.mp195,3739,北进口主断面,离去,non_motor,opposite,N098,电动车,
北进口,北进口_20260420075959至20260420081500.mp196,3739,北进口主断面,到达,non_motor,L4,N099,电动车,
北进口,北进口_20260420075959至20260420081500.mp197,3748,北进口主断面,到达,truck,L2,NT014,货车,
北进口,北进口_20260420075959至20260420081500.mp198,3770,北进口主断面,离去,non_motor,opposite,N100,电动车,
北进口,北进口_20260420075959至20260420081500.mp199,3774,北进口主断面,离去,non_motor,opposite,N101,电动车,
北进口,北进口_20260420075959至20260420081500.mp200,3818,北进口主断面,离去,car,opposite,NC67,面包车,
北进口,北进口_20260420075959至20260420081500.mp201,3818,北进口主断面,离去,non_motor,opposite,N102,电动车,
北进口,北进口_20260420075959至20260420081500.mp202,3841,北进口主断面,离去,non_motor,opposite,N103,电动车,
北进口,北进口_20260420075959至20260420081500.mp203,3847,北进口主断面,离去,car,opposite,NC68,面包车,
北进口,北进口_20260420075959至20260420081500.mp204,3945,北进口主断面,离去,non_motor,opposite,N104,电动车,
北进口,北进口_20260420075959至20260420081500.mp205,3961,北进口主断面,离去,non_motor,opposite,N105,电动车,
北进口,北进口_20260420075959至20260420081500.mp207,4016,北进口主断面,到达,non_motor,L4,N106,电动车,
北进口,北进口_20260420075959至20260420081500.mp208,4054,北进口主断面,离去,non_motor,opposite,N107,电动车,
北进口,北进口_20260420075959至20260420081500.mp209,4070,北进口主断面,到达,non_motor,L3,N108,电动车,
北进口,北进口_20260420075959至20260420081500.mp210,4074,北进口主断面,离去,car,opposite,NC069,小汽车,
北进口,北进口_20260420075959至20260420081500.mp211,4085,北进口主断面,到达,non_motor,L4,N109,电动车,
北进口,北进口_20260420075959至20260420081500.mp212,4108,北进口主断面,到达,non_motor,L4,N110,自行车,
北进口,北进口_20260420075959至20260420081500.mp213,4132,北进口主断面,离去,non_motor,opposite,N111,电动车,
北进口,北进口_20260420075959至20260420081500.mp214,4140,北进口主断面,到达,non_motor,L4,N112,三轮车,
北进口,北进口_20260420075959至20260420081500.mp215,4204,北进口主断面,离去,non_motor,opposite,N113,自行车,
北进口,北进口_20260420075959至20260420081500.mp216,4230,北进口主断面,离去,non_motor,opposite,N114,电动车,
北进口,北进口_20260420075959至20260420081500.mp217,4230,北进口主断面,到达,non_motor,L3,N115,电动车,
北进口,北进口_20260420075959至20260420081500.mp218,4232,北进口主断面,离去,car,opposite,NC070,小汽车,
北进口,北进口_20260420075959至20260420081500.mp219,4232,北进口主断面,到达,non_motor,L3,N116,电动车,
北进口,北进口_20260420075959至20260420081500.mp220,4246,北进口主断面,离去,non_motor,opposite,N117,电动车,
北进口,北进口_20260420075959至20260420081500.mp221,4265,北进口主断面,到达,non_motor,L1,N118,电动车,
北进口,北进口_20260420075959至20260420081500.mp222,4265,北进口主断面,离去,non_motor,opposite,N119,电动车,
北进口,北进口_20260420075959至20260420081500.mp223,4273,北进口主断面,到达,non_motor,L1,N120,电动车,
北进口,北进口_20260420075959至20260420081500.mp224,4295,北进口主断面,到达,non_motor,L3,N121,电动车,
北进口,北进口_20260420075959至20260420081500.mp225,4295,北进口主断面,到达,non_motor,L4,N122,电动车,
北进口,北进口_20260420075959至20260420081500.mp226,4355,北进口主断面,到达,non_motor,L3,N123,电动车,
北进口,北进口_20260420075959至20260420081500.mp227,4380,北进口主断面,离去,non_motor,opposite,N124,电动车,
北进口,北进口_20260420075959至20260420081500.mp228,4384,北进口主断面,离去,non_motor,opposite,N125,电动车,
北进口,北进口_20260420075959至20260420081500.mp229,4384,北进口主断面,到达,non_motor,L4,N126,电动车,
北进口,北进口_20260420075959至20260420081500.mp230,4405,北进口主断面,离去,non_motor,opposite,N127,电动车,
北进口,北进口_20260420075959至20260420081500.mp231,4405,北进口主断面,离去,non_motor,opposite,N128,自行车,
北进口,北进口_20260420075959至20260420081500.mp232,4469,北进口主断面,离去,car,opposite,NC071,SUV,
北进口,北进口_20260420075959至20260420081500.mp233,4469,北进口主断面,离去,non_motor,opposite,N129,电动车,
北进口,北进口_20260420075959至20260420081500.mp234,4489,北进口主断面,到达,non_motor,L4,N130,三轮车,
北进口,北进口_20260420075959至20260420081500.mp235,4489,北进口主断面,离去,non_motor,opposite,N131,电动车,
北进口,北进口_20260420075959至20260420081500.mp236,4495,北进口主断面,离去,car,opposite,NC072,小汽车,
北进口,北进口_20260420075959至20260420081500.mp237,4509,北进口主断面,离去,car,opposite,NC073,小汽车,
北进口,北进口_20260420075959至20260420081500.mp238,4537,北进口主断面,到达,non_motor,L4,N132,电动车,
北进口,北进口_20260420075959至20260420081500.mp239,4564,北进口主断面,离去,truck,opposite,NT015,货车,
北进口,北进口_20260420075959至20260420081500.mp240,4595,北进口主断面,离去,car,opposite,NC074,小汽车,
北进口,北进口_20260420075959至20260420081500.mp241,4595,北进口主断面,离去,non_motor,opposite,N133,电动车,
北进口,北进口_20260420075959至20260420081500.mp242,4595,北进口主断面,离去,non_motor,opposite,N134,电动车,
北进口,北进口_20260420075959至20260420081500.mp243,4595,北进口主断面,到达,non_motor,L4,N135,电动车,
北进口,北进口_20260420075959至20260420081500.mp244,4645,北进口主断面,到达,non_motor,L4,N136,电动车,
北进口,北进口_20260420075959至20260420081500.mp245,4657,北进口主断面,离去,non_motor,opposite,N141,电动车,
北进口,北进口_20260420075959至20260420081500.mp248,4665,北进口主断面,离去,car,opposite,NC076,小汽车,
北进口,北进口_20260420075959至20260420081500.mp249,4665,北进口主断面,到达,non_motor,L1,N137,三轮车,
北进口,北进口_20260420075959至20260420081500.mp251,4720,北进口主断面,到达,car,L2,NC077,小汽车,
北进口,北进口_20260420075959至20260420081500.mp252,4720,北进口主断面,离去,car,opposite,NC078,SUV,
北进口,北进口_20260420075959至20260420081500.mp254,4733,北进口主断面,到达,non_motor,L4,N139,电动车,
北进口,北进口_20260420075959至20260420081500.mp255,4742,北进口主断面,离去,car,opposite,NC079,SUV,
北进口,北进口_20260420075959至20260420081500.mp256,4769,北进口主断面,到达,car,L2,NC080,小汽车,
北进口,北进口_20260420075959至20260420081500.mp258,4769,北进口主断面,到达,non_motor,L4,N142,电动车,
北进口,北进口_20260420075959至20260420081500.mp259,4790,北进口主断面,离去,non_motor,opposite,N143,电动车,
北进口,北进口_20260420075959至20260420081500.mp260,4797,北进口主断面,到达,car,L3,NC081,小汽车,
北进口,北进口_20260420075959至20260420081500.mp261,4821,北进口主断面,离去,car,opposite,NC082,小汽车,
北进口,北进口_20260420075959至20260420081500.mp263,4836,北进口主断面,到达,non_motor,L4,N144,电动车,
北进口,北进口_20260420075959至20260420081500.mp264,4849,北进口主断面,到达,non_motor,L4,N145,电动车,
北进口,北进口_20260420075959至20260420081500.mp265,4849,北进口主断面,离去,non_motor,opposite,N146,电动车,
北进口,北进口_20260420075959至20260420081500.mp266,4849,北进口主断面,离去,non_motor,opposite,N147,电动车,
北进口,北进口_20260420075959至20260420081500.mp267,4863,北进口主断面,到达,car,L2,NC083,面包车,
北进口,北进口_20260420075959至20260420081500.mp268,4863,北进口主断面,离去,non_motor,opposite,N148,电动车,
北进口,北进口_20260420075959至20260420081500.mp269,4888,北进口主断面,离去,non_motor,opposite,N149,电动车,
北进口,北进口_20260420075959至20260420081500.mp270,4888,北进口主断面,离去,truck,opposite,NT016,货运皮卡,
北进口,北进口_20260420075959至20260420081500.mp271,4899,北进口主断面,到达,car,L2,NC084,小汽车,
北进口,北进口_20260420075959至20260420081500.mp273,4899,北进口主断面,到达,non_motor,L4,N151,电动车,
北进口,北进口_20260420075959至20260420081500.mp274,4930,北进口主断面,到达,non_motor,L3,N152,电动车,
北进口,北进口_20260420075959至20260420081500.mp275,4947,北进口主断面,离去,car,opposite,NC085,小汽车,
北进口,北进口_20260420075959至20260420081500.mp276,4994,北进口主断面,到达,non_motor,L1,N153,电动车,
北进口,北进口_20260420075959至20260420081500.mp277,4994,北进口主断面,离去,non_motor,opposite,N154,电动车,
北进口,北进口_20260420075959至20260420081500.mp278,5014,北进口主断面,到达,car,L3,NC086,小汽车,
